"","review","score"
"29","Orcs Must Die embellishes your devious side, encouraging you to devise clever ways of fulfilling the command of the title. For the not-so-clever, mowing down invaders with an automatic crossbow is also a great time.",1
"30","Though on the surface it looks like just another ""me too"" indie game seeking to ride the coattails of Minecraft's success, Terraria expands on the familiar sandbox gameplay with a greater emphasis on combat and adventure that proves very satisfying.",1
"31","The awesome performances and great facial capture make every interrogation and investigation a riveting affair.",1
"32","As it is, VVVVVV is still a spike-lined, death-packed good time. Its steeper price and wimpy 3D just make it feel like more of a straightforward PC port and less like something truly special for the eShop.",1
"33","A must-own for anyone who loves adventure games, with its stellar writing, gorgeous art, and quotable humor. Throw in the smooth interface, the lack of any normal issues of the genre, and its solid cast, it appeals to gamers of all skills and experience.",1
"34","A brilliant, touching game that is truly special, and that all gamers should make it a point to play.",1
"35","Having done all the writing, animation and programming himself, Gemini Rue took Josh Nuernberger a total of three years to make-the same amount of time it takes some triple-A titles to hit the shelves. If only more triple-A games turned out this well.",1
"36","The combat is more responsive and bloody, you don't need to fight the inventory system anymore, and conversations are more engaging thanks to the adapted Mass Effect wheel. There are downsides though; the semi-linear story and repetitive environments have a negative effect on what is otherwise a great role-playing game.",1
"37","Taken out of the context of its fiction, People Can Fly would have something fun but forgettable on their hands, but the way Bulletstorm fits together results in something cool and memorable.",1
"38","A great surprise. Sure, the gameplay formula is typical Fallout -- fetch quests, exploration, killing, and moral decision making -- but it's wrapped in a genuinely humorous package.",1
"39","The story is good enough to recommend this game despite its relatively weak gameplay.",1
"40","This impressive remake of Star Fox 64 manages to improve upon the original without compromising the magic that made it so memorable to begin with. It's too bad the multiplayer doesn't support online, because otherwise it's the perfect remake of this classic title.",1
"41","It's certainly not a game without its issues, but it's still a great title, and at $10, it's also a total steal.",1
"42","The level of polish found in the graphics and gameplay alike is outstanding for an indie title. Peculiar ideas and inventive mechanics make this quirky bullet-hell shooter a frenzied, fun affair.",1
"43","It's a game about community and sharing and Nadeo does a good job of wrapping up the whole of the Trackmania experience – local multiplayer, online competition, track and car editors and worldwide rankings – into one package.",1
"44","The PC version understandably has some varied controls when using a mouse and keyboard (though it plays just fine with intuitive use of the number keys).",1
"45","A clever twist on tower defense that will rope back in gamers that think they've had enough of the well-worn formula.",1
"46","There is a huge world to explore, thousands of zombies to kill, and tons of side quests to take. Here on the other side of a 25-hour playthrough -- where I skipped a lot of side quests after Act 1 -- I'm anxious to get back into Dead Island, and despite the game's flaws, that's not something I say often.",1
"47","It manages to straddle pure tank simulation and shooter action to produce something that, despite being flawed, remains genuinely fun.",1
"48","It makes warfare into something violently beautiful, and pays homage to the nerdy lore that Warhammer fans like me can't get enough of.",1
"49","It looks great, it's got a lot of personality, it tells an entertaining story and it's great fun to play. A few frustrating difficulty spikes and the story's rather premature ending are the only negatives.",1
"50","Another fine example of what a small development team can accomplish with enough ambition and talent. The game is good-looking, entertaining and boasts a fluidity of play many bigger games would envy.",1
"51","Weird cut-scenes and clunky use of the touch screen aside, this is a beautiful and fun game that fighter fans should make it a point to check out.",1
"52","Stunlock's game largely succeeds, and though it's not the prettiest piece of software on the planet, it's definitely one of the most entertaining.",1
"53","Dungeons of Dredmor's voluminous depths are littered with an abundance of wacky treasure to horde and enticing weaponry to cleaving all sorts of evil beasties in twain with.",1
"54","Despite the lack of genuinely exciting context, all the content packed into Rage is still a blast to play, including the surprisingly entertaining car combat mode and co-operative challenges. Rage isn't revolutionary, but is an expertly crafted, beautiful shooter.",1
"55","Pets puts the series and franchise back on track and continues to make its virtual worlds even more fleshed out. As always, this expansion isn't going to make any non-Sims player a convert, but if you're still enjoying your digital families, this is a good expansion to pick up.",1
"56","Mighty Switch Force is a great first effort from WayForward for Nintendo's 3DS, but it has its issues. The game lacks length, and its Par times will unnecessarily encourage players to rush through their first playthroughs – making the game seem even shorter and stealing away some of their sense of the success.",1
"57","Despite its flaws, Call of Duty: Modern Warfare 3 takes the fantastic series we've come to love over the years and iterates on it with great success. The multiplayer is hands-down the best it has ever been, with more features, more modes and a ton of new levels. The singleplayer campaign and Spec Ops mode add value to the overall package, creating something that may not be perfect, but is too damn addicting to pass up.",1
"58","The innovative mix of various RPG sub-genres results in an intriguing and incredibly fun overall package. However, given the original came out so recently, it's rather confusing why this barely enhanced version even exists.",1
"59","I'm having a blast with Tropico 4, but I know it's not for everyone. Tracking stats, managing an economy and building a million projects at once keeps me engaged, but without a little patience to learn the interface it'll overwhelm many a strategy newcomer.",1
"60","Despite the disappointing multiplayer options, the clichéd characters, and the sometimes repetitious nature of the campaign, the strategy gameplay of Shadow Wars is fun enough to make it a worthy recommendation for any turn-based enthusiast.",0
"61","It feels refreshing to be able to say that Sonic is good again. His upward trajectory over the last year continues and he's only gaining momentum. Sonic Generations is largely a game for the most hardcore of Sonic fans, but for the millions who have fond memories of narrowly dodging spikes, grinding on rails, or even that time he was a pinball, Sonic Generations is a game made for you.",1
"62","I just wish they'd taken this project all the way, instead of stopping with ""good enough.""",1
"63","Prejudice certainly does a lot – it just doesn't do very much well.",0
"64","Might and Magic Heroes VI may have some issues with battlefield tactics in the late game and its story, but the strategy remains a blast nonetheless.",1
"65","It may be the closest thing to X-COM: UFO Defense we’ve seen in 20 years, but its frustrations make it tougher to recommend than it should be.",1
"66","This edition shows vast improvement.",1
"67","The Sims Medieval has successfully breathed new life into a franchise that was getting pretty stale.",1
"68","Memorable, beautiful and unique, something that stays in your mind long after you've moved on to something else.",1
"69","Most importantly, though, the various types of gameplay that the developers have thrown together may not be all that amazing on their own, but the elements work together to create a well-paced, easy-to-understand game that is good fun for anyone.",1
"70","In Red Orchestra 2 carelessness is swiftly punished and careful positioning and teamwork ultimately rewarded. It's a game for the patient, and despite its slower pace, no less exhilarating than any other shooter on the market.",1
"71","Who's That Flying?! is enjoyable, funny, and cute. The story mode kind of fell flat for me as each city's three levels felt similar and dragged a bit, but that's just a portion of the game.",1
"72","While the timer on my save read around 14 hours by the time I screamed and shouted and pushed my way through Two Worlds II's final (miserable, cheap, and poorly designed) boss encounter, I would put my play time in the neighborhood of 35 hours, at least. This is courtesy of Two Worlds II's propensity to greet exploration with quick, brutal death.",0
"73","It's beautiful, well-written and cleverly-designed and if its only flaws were a flaky scroll button and blurry cutscenes, it would warrant an unmitigated thumbs up.",1
"74","The[] ability to tear apart and repair the environments at will is a hook that keeps working, and when the campaign gives you plenty of stuff to tear apart it's easy to lose yourself to a primal need to destroy.",0
"75","With addictive gameplay, gorgeous and creative use of 3D, and some amazing new control options, portable gaming enthusiasts have no reason to pass this title up.",1
"76","It's funny, it clever, and it answers a lot of questions I had. I enjoyed playing it, but I didn't love it. The story isn't as grounded as I'd like it to be at certain points, so it throws the balance of sincere/goofy off. I wanted the conclusion of the serious movie feelings episode one started, but I got the comical ending of a Saturday morning cartoon.",0
"77","Though it has a few issues with regards to Blendo's reliance on randomization, such problems shouldn't turn you away if you're looking for an offbeat gaming experience.",1
"78","For a game that tries so hard to get under your skin, Fable III rarely manages to do much more than scratch the surface.",0
"79","Through questionable level design, graphical inconsistency, and repetitive gameplay, I was pulled out of the experience more than I would have liked. Alice: Madness Returns is a memorable peek through a flawed looking glass.",0
"80","The writing is really good in general (despite one tasteless bit of dialogue where Hector calls some gangsters ""homos"" instead of ""homies""), and the puzzles are fun, but don't expect anything out of the ordinary gameplay wise.",1
"81","It features familiar characters and setting but keeps everything fresh with new people, places and pacing.",1
"82","Axis' presentation just plain doesn't quite stack up to other versions on the market - most notable Tetris DS - and the uninspired use of Miis comes off as more lazy than fun.",1
"83","With a level-headed team of four, Magicka's cooperative action is entrancing chaos. It's rare for a game to feel this mechanically satisfying.",0
"84","It may not be the best or most original action game, but it's a fine first outing for the franchise, and a rare gem for Warhammer fans.",1
"85","Whether you're looking for a new, solid shooter to play or something set in a unique, horror-filled atmosphere, F.E.A.R. 3 has something for you. You won't find the be-all, end-all shooter experience with F.E.A.R. 3, but you're still bound to have a lot of fun.",1
"86","Remains fun despite its problems, and makes for some great local competitive play.",1
"87","There isn't a wealth of game here, but what is here is thoroughly enjoyable. Fortix 2 proves that, 30 years later, the Qix formula remains fun.",1
"88","It's great to have an opportunity to revisit Deus Ex: Human Revolution, and The Missing Link is a substantial, tense and exciting piece of downloadable content that's far more than just filler.",1
"89","Another great adventure game. If you want to get into a classic point-and-click adventure series, and are looking for something a bit more mature than many of TellTale's other titles, you have to try Hector.",1
"90","The disposable story and flat characters shouldn't be surprising for a game like this, but other issues like a the lack of enemy variety and short overall length are disappointing. Despite that, the versatility of the weapon system and flashy visuals make Flying Wild Hog's product exciting from beginning to end.",1
"91","It's a couple of features short of being a classic, but its compelling game of football has found a comfortable home on the handheld. It suggests that greater things are to come from this relationship, but there's enough here to keep players going until then.",1
"92","There's a lot more to both it and the original than a celestial bump and grind.",1
"93","Serious Sam 3: BFE will ultimately exhaust its players by virtue of its screen-filling mega-confrontations, its non-stop repetition and the sense that you are almost always mercilessly outgunned. Sam 3 is good but could have been better.",0
"94","An intriguing action puzzler that is as cute as it is challenging. While the campaign probably won't take you more than five or six hours to get through (and a lot less than that if you know what you're doing), the bonus levels and community levels will keep you entertained as long as you wish.",1
"95","DCUO is far from a bad game; there are indeed times when it shines fantastically with the potential for greatness, but its many faults, most minor but some quite large, ensure that it never reaches those heights.",0
"96","Gray Matter's winding story and masterful presentation captivate enough to hold everything together, particularly as the tale reaches its bizarre climax in the final chapters.",1
"97","A dungeon crawler with a boring loot table, poorly implemented multiplayer, and little lasting incentive to continue running around the world once the tedious story ends.",0
"98","I'm a fan of games that give you control of your character's life (see: buying houses, decorating, pimping sweet rides), but the driving is missing the raw energy it needs to stay interesting and the rest of the experience is bug-ridden.",0
"99","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"100","I dig the humor, the puzzles, the voicework and the setting. I think the story takes the characters to some goofy places in the end and I didn't feel like I'd accomplished much when everything was said and done, but that's far from a deal-breaker.",1
"101","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"102","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"103","It's just disappointing that the developers only added a handful of mostly inconsequential extra modes in the interim, and didn't take that extra time available to fix a few of the first versions' flaws.",0
"104","The 3D really is a big addition in this case, as well, allowing you to see environments more clearly and complete jumps that would otherwise be much more difficult. And with the small number of 3DS games on the market right now, you could certainly do worse than LEGO Pirates.",1
"105","Truly impressive just as it is, and it deserves the attention of any Nintendo fans who've either always been curious about this series or just love flying through the sky to blow stuff up.",1
"106","For its effective use of 3D gameplay and its simple yet refined design, PilotWings deserves a good deal of credit.",0
"107","There's a lot of talking and gathering things for other people. It's rather ho-hum.",0
"108","A fun and satisfying conclusion to TellTale's darkest adventure game franchise.",1
"109","Caught somewhere between massively-multiplayer online role-playing game and hardcore competitive real-time strategy, Age of Empires Online delivers some of the most addictive parts of both. Some sloppy mechanics and balance and reward issues detract from the core Age of Empires experience, but not to the point that it's not worth playing.",0
"110","Sanctum nicely upgrades Tower Defense genre but unfortunately doesn't dig much fun out of a good idea. [Issue#204]",0
"111","The lack of feedback, in-game competition, and unpredictability hurt the game's long-term draw; some older business simulations didn't have these problems. Cities in Motion does feature stellar tools and is one of the prettier business simulations on the market.",0
"112","An online shooter needs variety, depth, and addictiveness to succeed over the long term. Brink might find a niche with some hardcore fans, but it isn't for everyone. The PC version feels more complete than its console counterpart, but my qualms over content remain the same. Brink has heart, but the overall package is lacking.",0
"113","The majority of the new features introduced in The Sims 3: Generations are enjoyable enough to fiddle with, but none of them are major game changers.",0
"114","The content of Dead Money can get frustrating quickly. Still, for the patient souls out there, this fresh spin on Fallout is a decent buy.",0
"115","Sequence is sort of like serving someone a ham sandwich on a silver tray with all sorts of accoutrements. It's nice that it's a silver tray and not a paper plate, but I'm still eating a ham sandwich here.",0
"116","Homefront is certainly one of the most unique shooters I've ever played, driven by an ingenious and surprisingly well-fleshed out plot and a dark and dreary, realistic setting. But it also controls and feels like a typical shooter, looks like a game that's several years old, and most importantly, has an inexcusably brief campaign.",0
"117","What brings the game down considerably is the repetitiveness of the main combat, and the fact that the initially inspired level and art designs take a nosedive about halfway through.",1
"118","Q.U.B.E. offers some short-term fun for puzzle fans and not a lot else. With so little emphasis put on story I can't help but feel that Q.U.B.E. may have benefitted from having no story elements at all, instead of loosely hinting at some bigger picture that goes unseen.",0
"119","Delivers an interesting and fun variation of a traditional card game and turns it into a competitive puzzle with myriad nuances to its strategy. Unfortunately, it doesn't do enough to keep the variation fresh throughout.",0
"120","Terribly cheesy in all the right ways.",1
"121","And so it is that Freakyforms still leaves me scratching my head, even five months later. You're welcome to try it for yourself to see if you have better luck at understanding its madness, but I'd recommend most 3DS owners save the seven bucks to spend on surer bets.",0
"122","TwinBee is sort of fun and funny as it is.",0
"123","There's still a lot of good here, and if you haven't played Mount & Blade before then this is a fine place to start, but for fans of the series, Mount & Blade: With Fire and Sword simply isn't a must-have expansion.",1
"124","It's far from a perfect game -- inconsistent AI, a campaign that borders on the short side, and limited multiplayer options certainly hamper the experience -- but there's a lot of challenging satisfaction to be found beneath the thick jungle canopy.",0
"125","It all leaves me wondering why, at this point, anyone would choose to spend money on Play4Free when they could essentially get a larger, more complete game for just a few bucks more than the minimum Battlefunds purchase price.",0
"126","The flawed story mode can be safely passed by, but if you're able to find an opponent online or skirmish against the AI it's easier to appreciate Oil Rush's strengths.",0
"127","A surprisingly rich title for a handheld console. It's perfect for a quick game on tiresome commutes.",0
"128","I know a mediocre expansion when I see one, and this is a truly mediocre expansion, one not worth your money. Hold off until the price comes down or EA releases some sort of The Sims Medieval Gold Edition.",0
"129","In an age where everything is capable of online play, it just doesn't make sense for a franchise famous for its cooperative play to be single player only. Still, it'd be a great distraction for kids, who are less likely to be annoyed by the repetitive level design.",0
"130","It's merely capable, with occasional flashpoints of brilliance.",1
"131","Whereas the console version of Sonic Generations is a blending of old and new mentality in a fast-paced speed fest, the 3DS version is mostly just a Sonic Rush game where both playable characters happen to be Sonic.",0
"132","While it's admirable that the team had opted to create an original story set alongside the events in the books, you'll wish that they had attempted to take more risks with the project. The characters are bland and lifeless, and the combat, while fun at first, gets pretty repetitive before too long.",0
"133","The narrative could be stronger and there's a lack of variety in terms of creatures occupying the park, but these are minor complaints about an otherwise enjoyable time.",1
"134","It's like an interactive coloring book made by a 10 year old obsessed with Mastodon.",0
"135","A fun but deceptively shallow Sim-RPG-thing that would have benefitted from pushing the envelope for either genre a little more.",0
"136","The vast amount of customization options and the simple but fun battle system kept me interested enough to overlook the poor execution of story.",0
"137","Despite its considerable flaws, at its core, Mercenaries is a ton of fun. From the moment I started playing it I couldn't put it down.",0
"138","Hoard is a refreshing little multiplayer game that lets you be the bad guy for a change. Designed for short matches against other players, it's a somewhat limited experience, but burninating the countryside is definitely a lot of fun.",1
"139","Cargo! The Quest for Gravity could have been an unforgettable game title; unfortunately, due to poorly-conceived vehicle controls, unclear objectives and some serious technical issues, what's bound to stick in your mind is the frustration of playing it.",0
"140","Sure, it's not very deep from an RPG-elements perspective, nor does it have the kind of story that's going to make you go ""Hm!"", but it will entertain you and help whet your appetite for the monster-stomping extravaganza that will be Serious Sam 3.",0
"141","Purchasing Arrival means there's more to do in Mass Effect 2, and that's always a good thing. It sets up the tone of urgency that's prevalent in the Mass Effect 3 trailer, but don't expect it to explain a lot. If you don't mind combat-focused, linear missions, it's worth the $7.",0
"142","An incredibly strong debut for 3DSWare. Grab this one quickly, 3DS owners, and start recapturing some of that old Mario Golf magic.",1
"143","Chantelise could have been a tight little RPG were it better balanced and not so keenly intent on punishing the player. With more grind than game, it quickly devolves into a pointless, repetitive drill that would test the patience of all but the most determined gamer.",0
"144","While Gabrielle's Ghostly Grooves 3D provides a creative, memorable world full of lovable characters, the gameplay itself comes off as kind of run-of-the-mill. Still, if you love rhythm games, Ghostly Grooves brings enough personality, laughs and fun to make it well worth your time.",1
"145","For the price it's not bad for being a multiplayer-only title, it's just that nothing about Breach is particularly noteworthy.",0
"146","The entire time I was playing, I felt ripped off. I'd been suckered into thinking I would be getting something new and dazzling and instead, I ran into the same problems I had 11years ago. Don't bother with this rehash on 3DS.",0
"147","It's odd blend of cover-based shooting, a fantasy setting, and hot co-op action make it an eyebrow-raiser, but the execution is flawed.",0
"148","E.Y.E. is an ambitious game from a small team, and has moments where it shines, but it ultimately isn't all that fun.",0
"149","If you don't expect much from it, you'll have a pretty good time with Venetica. However, without the patience to figure out quests and gameplay elements on your own, you'll end up incredibly frustrated.",0
"150","Innovative and somewhat unique but ultimately repetitive to the point of boredom and at times just plain annoying, Off-Road Drive, as it stands, simply isn't a good game.",0
"151","Pyramids isn't the most original game and nothing about it will surprise or amaze you too much, but it's done well overall and a good value for its asking price.",1
"152","There's one hell of a game in there, trying to escape. And I think, given the responsiveness and the past track record of the development team and the plans that lie ahead in the next few months, that escape will soon occur.",0
"153","A $40 asking price for Pac-Man & Galaga Dimensions is far too high for such a mediocre collection.",0
"154","At this point, InMomentum isn't really worth its asking price. While its limited, nostalgia-tinged take on platform racing gets the entertainment wheels turning, its repetitive game modes and at times awkward mechanics prevent it from ever getting up to speed.",0
"155","F1 experts have probably already been racing their way through the home console versions of this title since September. With the 3DS version's odd A.I., it's hard to recommend that Formula fans give this edition a go. Codemasters knows racing -- but when they pass off portable development to other teams, you've got to be wary.",0
"156","The massive character customization also makes your faery or elf feel unique, so if you enjoy leveling up and finding loot, you should check out Faery: Legends of Avalon.",0
"157","Well executed, but lacking in depth (which is ironic for a multitude of reasons). However, once you give it a fair shot, you'll be surprised how addictive the gameplay is and how much fun you'll have trying to master the controls and conquer each mission.",0
"158","Xevious is still a game design that's nearly 30 years old, so all the new bells and whistles in the world won't be enough to get some modern fans interested in this old classic again. But the 3D Classics upgrades have made me more of a fan of it than I ever was before, and that's certainly enough for me to recommend you all give it a try too.",1
"159","Aside from its uninspired combat and limited scope, Pirates of Black Cove is an endearing game at times. I wanted to love it, and kept diving back in hoping that something would click. It didn't.",0
"160","If simple fun and the inclusion of Pokemon is all you're looking for, then Rumble Blast is the game for you. Otherwise, there are much more deserving 3DS titles to spend your hard-earned cash on.",0
"161","A stellar action puzzle hybrid with tight controls, Monkey Ball 3D is the best Monkey Ball game since the original, and Sega's found some cool ways to implement the system's 3D functionality and make it relevant to the gameplay.",1
"162","Thor 3DS still offers a passable brawler for fans of the genre at its most basic, but if you're looking for the next great portable game, you best look elsewhere.",0
"163","An aesthetically gorgeous game with a really interesting premise that just never finds its legs.",0
"164","It's a muddled, hypocritical exercise in irritation with solid shooting mechanics and decent encounter design. There's some dumb fun to be had in Duke Nukem Forever, but the game tries hard to ensure it's only fleeting.",0
"165","I wouldn't call Jurassic Park a bad game as it works and does take us back to a time when dinosaurs (stiffly) roamed the Earth, but the story, animations and general gameplay keep it from being able to contend with most titles on the market -- and that includes other Telltale titles.",0
"166","Injecting dynamic time travel into a real-time strategy game is a risky, ambitious move. Though it takes a lot of effort, experimentation, and agonizing in order to use the time travel mechanics effectively, Hazardous Software manages to pull it off. The problem is the rest of the game suffers from design flaws and technical issues, making Achron feel like an RTS relic.",0
"167","A Game of Thrones: Genesis's sluggish campaign further suffers from poor pacing, and the end game almost always devolves into ham-fisted warfare punctuated by dull combat – one of its weakest facets.",0
"168","Despite its many shortcomings, Splinter Cell 3D is still fun to play. And that's what matters most. It's not even close to being as good as Chaos Theory on Xbox, but then again, I couldn't play that on a plane. If the AI were even passable and not laughable, this would be an easier recommendation.",0
"169","If a game's multiplayer mechanics are strong enough to support it, story isn't necessarily a must-have. Here however, awkward mechanics and skewed difficulty ultimately hamstring The Haunted: Hells Reach, and make you wish there was something more to hold it up.",0
"170","Cubic Ninja could have been an amazingly addictive game, but some faulty controls and a lack of content hold it back. It's still a fun experience, but for such a high price tag it's not really worth the investment.",0
"171","Captain America fans should only buy this game if they're willing to put up with clunky gameplay and mediocre presentation.",0
"172","It's a step down from Shattered Dimensions, offering a less interesting plot, fewer Spider-Men to play as, and less fan service. As a finished product it just feels rushed.",0
"173","The story is where the game had an advantage, but unfortunately it drops the ball with the weird narration, lack of dialogue, and limited cutscenes.",0
"174","I was most disturbed by the game's complete lack of multiplayer functionality, and the inexcusable state of its season mode, the two things that are the biggest draws in today's Madden franchise. It should go without saying that you should pass on this rushed iteration of Madden.",0
"175","While 1C Company should be congratulated for being ambitious enough to put forth the effort to recreate in minute detail, one of the most pivotal events of the Cold War, they should perhaps be admonished for not being ambitious enough.",0
"176","Bust-A-Move Universe has some serious negative sides (like being way too short and having no multiplayer), but the core gameplay is as solid as ever.",0
"177","Passion alone isn't enough to make a game great. Stronghold 3 assumes too much of the user initially, and doesn't do enough to keep the village-building fresh and interesting.",0
"178","I love the concept for Combat of Giants: Dinosaurs. It's brilliant. I wish the game lived up to that though. More varied gameplay, a longer career that got challenging, and multiplayer are all sorely missing.",0
"179","The game lacks variety, but it also doesn't outstay its welcome. If you want some laughs and don't mind that the shooting experience is average at best, playing through this alien invasion is probably more entertaining than the movie and you'll get some Achievements/Trophies out of it.",0
"180","It's hard to imagine anyone not being offended by Postal III. That's a big selling point for some folks, but the uninspired gameplay and serious technical glitches all but kill this dark, occasionally humorous, and extreme exercise in freedom of expression.",0
"181","While the game doesn't do much of note besides bringing the 2008 title to the HD era, it doesn't need to. The story hooks you, dungeon crawling makes for a great time, and exploring your relationships while building a better army is the kind of tinkering you can get lose hours to.",1
"182","It's a shame that Dishonored's story isn't greater than the sum of its decidedly memorable parts, but its gameplay absolutely is.",1
"183","ArenaNet has built one of the most exhaustively detailed and rewarding MMOs in existence, one that never unfairly penalizes and fosters an incredible urge to explore through a generous reward system and achingly pretty environment design.",1
"184","Using player choice, award-winning writing, and your own emotions, The Walking Dead: The Game delivers an experience that's flawed but unforgettable.",1
"185","A perfectly paced finale to a story we've all been invested in from the get go.",1
"186","The one thing worth pointing out between the various platforms is how cool Borderlands 2 can look if you have an awesome PC. The PC version allows plenty of tweaks to draw distance, frame rate and more.",1
"187","You're still likely to want a bit more depth and surprise in the tactical game, but the campaign is full of tense moments that are sure to keep you coming back for more.",1
"188","An absolutely amazing game, one that successfully puts a bow on the Mass Effect trilogy while still leaving us hungry for even more. It looks and plays great, but Mass Effect 3's true strength lies in its ability to tell a deeply-woven story.",1
"189","With plenty of options, great tutorials and an easy-to-master interface, Colors! 3D is the 3D painting application 3DS owners have been waiting for.",1
"190","Far Cry 3 is important for the same reason as Far Cry 2. It's a shooter that considers shooters thoughtfully, both in the way they're designed and the way we play them, and then asks us to do the same.",1
"191","Rayman Origins takes on a genre mastery of ground work laid down decades ago and elevates it to astronomical new standards. It's a spectacular living painting that's as much fun to play as it is to look at, and it's a total triumph.",1
"192","Torchlight II doesn't do anything radically new, but does everything incredibly well. It fits all the pieces of varied monster behavior, interesting items, excellent skill design and random surprises together into a near-perfect formula, where the action never stops and rewards are never far away.",1
"193","Thirty Flights of Loving gets off to a fascinating start before completely throwing any and all expectations you might form during its first few minutes into the wood chipper.",1
