"","review","score"
"56","Like any good expansion – even standalone expansion – it doesn't just add things to the original, it changes them. You'll get an experience much more like a Civil War-era wargame with Fall of the Samurai, as opposed to a medieval wargame with the original Shogun 2, and that, in itself, is worth the cost of admission, let alone all the new units, locations, abilities, factions, and bells/whistles.",0
"57","Football Manager's relentless strive for realism is sometimes its biggest fault, but with new modes and now new ways of playing it's also managed to get that light touch back.",0
"58","If you're a fan of the sport or FIFA in general, it's hard to imagine a game that you'll enjoy more this year.",0
"59","Even with its relatively minor flaws, anyone with even a cursory interest in Tribes: Ascend should play it. No other shooter conveys the same sense of speed – or the rush of pleasure that comes from nailing someone at over 100 KPH – as Tribes.",0
"60","Tales from Space: Mutant Blobs Attack stole my heart. It's visually delicious, the cutscenes ooze with humor, and the actual gameplay feels perfectly balanced.",0
"61","Playing Assassin's Creed III on Wii U's Game Pad is a tad disappointing -- it looks a bit low-res compared to other console ports.",0
"62","It deserves to be played.",0
"63","Not once when you die does Dark Souls help you back up, not once does it let up in its astonishing quality or turn to padding, and not once do the ideas stop coming. Buy it.",0
"64","The few Wii U-exclusive options are hardly worth double-dipping over if you've already bought it for another console, though, and odds are you won't use them much regardless.",0
"65","If this is your first time experiencing Netherrealm's MK reboot or simply didn't get your fill last year, then you'll find a ton of great content here.",0
"66","The scale of PlanetSide 2's battles is often breathtaking, as lines of tanks fire at bases while aircraft light up the sky and hundreds of players fill the scene with healing beams and lethal weapons fire.",0
"67","Connection problems and online funkiness aside, Sound Shapes absolutely floored me. Just about everything it does – and with its grand aesthetic taken as a whole – will blow you away.",0
"68","The visuals are lavishly detailed, with an organic, living beauty that you can choose to view either on your TV or off – the whole game can be played solely on the GamePad if you choose.",0
"69","Nintendo's approach here strikes a great balance in all areas, ranging from its difficulty to design to enemies and bosses.",0
"70","The game is simply addicting, both in its arresting, fast-paced action and its ability to inspire repeat visits with its scalable difficulty, bite-sized mentality and seemingly endless amount of unlockable content.",0
"71","Load times could be a bit shorter and I wouldn't mind seeing the price come down, but Lumines: Electronic Symphony is amazing. It's the simple puzzle game we've known for a while coupled with new mechanics like the shuffle block and the Vita's connectivity.",0
"72","It never loses sight of the singular imperative to kill as many orcs as possible, and while there's a sense that too much has been recycled from the first outing, its unique combination of tower defense and action mechanics reach near perfection here. A qualified triumph for veterans of the first game and newcomers alike.",0
"73","Though the camera can cause issues and the supernatural story that's more interested in asking questions than answering them, it's a tough game to put down once you've started. Remedy's done a great job of mixing elements of written work, television, and videogames to create an experience full of scares, laughs, and thrills that's just as fun to play as it is to watch.",0
"74","Sword & Sworcery masterfully blends music, art, storytelling and gameplay in deeply poetic ways that you just don't see very often. As such, it doesn't take a love of adventure games to get wrapped up in the magic of this indie gem.",0
"75","Wading through BlazBlue: Continuum Shift Extend's massive vocabulary and doubly complex battle systems will demand time and patience from any gamer. But the cast powering this engrossing fighter makes all the effort worthwhile, and the huge variety of modes dresses up play in different ways.",0
"76","A great handheld game, one that not only pushes the boundaries and standards of the Nintendo 3DS but one that recaptures a long-forgotten spirit of a classic franchise. Make no mistake about it, this is a full Resident Evil adventure that isn't watered down because it's in portable form.",0
"77","Offers a gorgeous visual presentation, an intriguing story and incredible puzzle design - all in one of the most charming gaming worlds out there.",0
"78","Everything about this well-crafted romp through deadly dungeons comes together to pull you into its mysterious realm and hold on.",0
"79","If for some reason you absolutely cannot stand its sense of humor, you may want to think twice, because it's as prevalent and over-the-top as ever here. Otherwise, Mr. Torgue's Campaign of Carnage represents Borderlands 2 at its distilled, unapologetic best.",0
"80","The best questing in World of Warcraft, with strong emphasis on storytelling, resulting in an entertaining run from 85 to 90 that seldom tumbles into tedium.",0
"81","It has a believable cast of characters and a great look. Sure, the puzzles some adventure gamers love are missing and there will be an audio hiccup here and there, but as an introductory hook to the five-episode series, The Walking Dead Episode 1 has just about everything fans could want.",0
"82","Titles like Botanicula are why the point-and-click adventure genre continues to exist. It may not be as hilarious as adventure games of yesteryear, but it's persistently delightful, oozing character and grabbing hold of the imagination.",0
"83","Embrace it on its own terms, and you'll find a game that comes the closest a survival horror game has come to replicating the experience of the first Silent Hill game in recent years; indeed, in some ways, it's even better.",0
"84","Level for level, gun for gun, the campaign, multiplayer and zombies content of Black Ops 2 on Wii U is almost the same. This version may cut the livestreaming feature, and currently doesn't have Elite, but it makes up for it with some nifty GamePad functionality.",0
"85","No matter what you're looking for, whether it be amazing gameplay, immersive storytelling or perhaps a riveting new world to explore as you fully customize and re-customize your character at will, Reckoning has it all.",0
"86","Packed with content, and it's a joy to play. Whether you're returning to Snake's adventures or experiencing them for the first time, these two games feel at home on the Vita, look great and will keep you busy for quite some time.",0
"87","Gods and Kings enhances the base game immensely, so much so that I can't imagine playing Civilization V without it.",0
"88","So Mighty Switch Force: Hyper Drive Edition doesn't go as far as it could have gone in remastering the 3DS original, but the changes that are present here are superb – veterans will love the challenge of the new Hyper levels, and the quality of the high-definition art is so good that it'd be worthwhile to buy the game on looks alone.",0
"89","The result is a game that is neither simulation nor arcade but a subtle blend of the two, with a control system about as deep as an arcade fighter.",0
"90","The game is great and an impressive launch title for the PlayStation Vita. It's just that the Uncharted series has been known for being a story-driven experience, and Golden Abyss goes in another direction. It's a beautiful, fun game with tons of collectibles, plenty of laughs, and some cool twists on a franchise PlayStation fans know so well. It's just not an instant classic like the other entries in the series.",0
"91","The PC version has the technical edge on console versions and is therefore a slightly improved experience, but other than that it's got all the same triumphs and flaws: it isn't as huge an improvement upon its predecessors' achievements as many players will be hoping for, but it's still up there with the best that the series has achieved. Even if it isn't quite the best.",0
"92","Mutant Mudds is a fitting homage to the 8-bit era of gaming. It's got lots of personality, and though its gameplay may be a bit too simplified, the clever, challenging levels still provide plenty of good times.",0
"93","Newcomers will find F1 2012 a shock to the system compared to more conventional racing games, but the ample tools provided to get into the sport provide a gratifying experience with just a little bit of commitment on the player's part.",0
"94","Above everything, Absolution is a game that wants you to experiment with it. It refuses to be rushed through, rewarding brains over brawn.",0
"95","It's the racing game for people who don't tend to like racing games. You're not punished for missing that apex or abandoning that nagging racing line.",0
"96","A great game - one worthy of your attention, particularly if you've never played it.",0
"97","It's by no means perfect – the inclusion of proper online multiplayer would've added another point – but you'd be hard-pushed to find a game as good as this for the price. If Motorstorm RC is an indication of the kind of quality gaming Vita will offer at such an attractive price then maybe Vita does have what it takes to stay the distance.",0
"98","Although the RPG elements feel a bit wasted, the varied gameplay options, scaled difficulty settings, and plethora of unlockable goodies still make for an excellent rhythm experience.",0
"99","Amid a sea of sloppy ports, the Wii U version Sonic and All-Stars Racing Transformed shines like a veritable beacon: with the possible exception of Tekken Tag Tournament 2 it's the best multiplatform title on the console, and might just have the edge over the PS3 and 360 versions of the game, not least because offline play is now available for five players instead of four.",0
"100","The nature of the system makes for more forgiving ventures into the depths of the game's item worlds and the pixel art may be easier to forgive on the smaller screen. Platform aside, this was already an excellent turn-based strategy game that, although too heavy on frivolous exposition, can be explored and enjoyed from here to eternity.",0
"101","It is impossible not to be drawn in by the simple perfection of New Super Mario Bros 2's mechanics and level design – this is as pleasurable and effortless as 2D platforming gets. But it's also impossible not to be disappointed that it's over so quickly, and doesn't offer anything really new.",0
"102","A brilliant show of what Nintendo's new console and tablet controller are capable of, and has far more depth and content then you'd expect from a mini-game collection.",0
"103","I'm nearly 80 puzzles into Dokuro, and I'm still having a blast. In fact, it's been hard to put down.",0
"104","With its fast-paced action, compelling use of the 3D effect, nearly 100 different levels to conquer and compelling multiplayer mode, this puzzle game is an absolutely stunning addition to the 3DS eShop.",0
"105","Despite some dips in overall puzzle difficulty this time around, the game has a massive amount of content to both discover and create from scratch.",0
"106","An enjoyable experience with an engaging story and incredible characterization. Although the platforming is far from fluid and the story can feel convoluted at times, when KH3D soars, it soars high - capturing that KH magic that has propelled the series to great success for a decade now.",0
"107","Great shooting mechanics and deep customization options make for an addictive combination, and its free-to-play model makes it easy to jump into with no upfront cost.",0
"108","Its skillful blend of witty writing, fun shooting, and tactical tower defense makes for hours of replayable gameplay. Take into account the loot grind that Iron Brigade inspires, and the online co-op, and Double Fine's created a title I hope turns into a franchise.",0
"109","Its tools are flexible enough to allow you to create a huge variety of monsters and levels, and it’s easy to get addicted to its sometimes-frustrating-but-always-gratifying levels. Few games have the creative flair – both in visuals and design – of Incredipede.",0
"110","Sakura Samurai: Art of the Sword is a gorgeous game, and a brilliant addition to the 3DS library. The art style and music transport you to another world, and the combat is more than engaging.",0
"111","Despite some dips in overall puzzle difficulty this time around, the game has a massive amount of content to both discover and create from scratch.",0
"112","It's a fantastic set of options, even if the modes themselves aren't too out of the ordinary, with classic, deathmatch and fort to choose from.",0
"113","Smart As is great at what it does. It's a fun brain teaser for you to pop in whenever you get a second or whenever you feel like a quick challenge.",0
"114","It's a more responsive, faster action title that does away with the damning side of its dazzling animation. This is a smooth brawler with gorgeous spectacle, and its dedication to nailing its second chance makes it one of the best action games in recent memory.",0
"115","Nano Assault Neo is their boldest, more beautiful shooter yet, and Wii U owners absolutely shouldn't miss out on its shiny twin-stick shooting.",0
"116","WayForward has struck gold once again, as the studio continues to prove its skill at crafting superb game designs for Nintendo platforms.",0
"117","I haven’t been so challenged by a Zelda since Ocarina of Time, and rarely have I been so consistently surprised by one.",0
"118","This is a superb 2D platformer that’s as easy to hate as it is to love, and your patience for punishment will be the determining factor. Players who live to overcome abusive challenges and obsess over discovering new things will hunger for Spelunky's deeply rewarding exploration.",0
"119","But once you start to learn its secrets, there’s a wild and exciting variety of play here that’s unmatched, even by its peers. It’s a challenge of knowledge as well as reflexes, and success is a rush.",0
"120","Whether you’re a fretboard virgin or a would be virtuoso, Rocksmith 2014 deserves a place in your daily practice routine.",0
"121","What FIFA 14 on next-gen consoles does right now is add an impressive visual layer to an already brilliant sports game.",0
"122","Building on five generations of games, a digital menagerie of captivating creatures, and a wide range of diverse regions to explore, Pokemon X and Y proves this formulaic portable role-playing series can still deliver an innovative experience.",0
"123","All its different plotlines and personalities overlap and combine to create something that’s intriguingly opaque, but always entertaining, and genuinely funny. Whatever it is, it’s worth playing.",0
"124","It’s every bit as amazing on the PC as it is on its native PlayStation 3.",0
"125","Game Freak has really outdone itself this time, and Pokemon X and Y will be remembered as great transition point for the series’ transformation into an even more social, beautiful, and strategic game.",0
"126","Very few puzzle games have ever managed to marry impeccable challenges with a mature storytelling quite like this – there's no fluff or extraneous content here, only a prime example of how to create a tight, unforgettable gaming experience.",0
"127","It sincerely believes that imagination really is the most important faculty, and in turn, succeeded in transporting me back to a time when I built strange worlds equipped with nothing but crayons and card.",0
"128","FIFA 14 isn’t a leap into the future of the series; it has a lot in common with the version of FIFA 14 that's already out. There are real flashes of potential, though, and hints at where it may go in the future.",0
"129","Easy to recommend to anyone interested in historical strategy – it’s the best game in the series, which can now take its place, with no caveats, among the giants of the genre.",0
"130","A delight. There’s nothing else like its gentle combination of exploration, strategy and discovery, and it made me feel both empathy and responsibility for virtual creatures that most games would treat as disposable fodder.",0
"131","This edition is not only a smooth-flowing piece of pro basketball simulation, it’s also one of the few games that makes a true next-generation leap in visual fidelity.",0
"132","While these new additions may have imbalanced Most Wanted U in some respects, they’ve also created a sandbox of greater possibilities and accessibility.",0
"133","Kerrigan's vengeful rampage may come with a generous helping of cheese and some tedious boss fights, but the chance to play with increasingly powerful units and abilities makes up for a lot – as does some inventive mission design and greater-than-average replayabilty appeal.",0
"134","An amazing expansion to a brilliant tactical game.",0
"135","Shows Nintendo at its inventive best. It’s an essential game in the 3DS’ increasingly impressive line-up, and though I sometimes wished that it would leave me alone to explore more at my own pace, it’s otherwise difficult to fault a game this detailed, absorbing and masterfully made.",0
"136","Path of Exile successfully captures the spirit of older action RPGs and updates it for an experience that's as visually appealing as it's fun.",0
"137","Its PS4 launch problems aren't easily forgiven, what with the unreliable stability DICE is striving to fix, but because the core game is so strong, Battlefield 4 is worth either sticking with or waiting for.",0
"138","This edition is not only a smooth-flowing piece of pro basketball simulation, it’s also one of the few games that makes a true next-generation leap in visual fidelity.",0
"139","Long-time Devil May Cry fans unsure of Ninja Theory's treatment can abandon their fears. DmC hurls Dante into a newer, better world, complete with a glorious combat system and enough style to make old Dante proud...This is digital action at its finest.",0
"140","Telltale has once again delivered a well-written adventure, this time with an added dose of stylish noir presentation.",0
"141","One of my favourite games of 2013 so far. It’s a hugely compelling mix of 2D action-platforming and Roguelike game design, with excellent pixel art and just the right level of challenge. It’s the wildly inventive traits system, however – and the fact that it’s meaningful – that really elevates Rogue Legacy.",0
"142","This is the most fun I’ve had with Civilization since Civ IV, and the best late-game since Civ II. Brave New World is the rare case of a title delivering exactly what it promises.",0
"143","Taking Terraria with you on-the-go puts an exciting spin on the absorbing formula, and the Vita version thankfully doesn't skimp on the goods. There's no depth sacrificed here.",0
"144","A fantastic idea, beautifully executed.",0
"145","There are more laughs in this DLC that many entire comedy games, made stronger by being undercut with a real poignancy.",0
"146","Etrian IV matches its hardcore depth to appealing visuals and more inviting design, and in doing so allows the series to transcend niche status. Atlus has crafted a fantastic portable RPG, and the perfect entry point for Etrian newcomers.",0
"147","A tense, challenging, and excellent shooter. It may be short, but its addictive cycle of cylindrical shooter gameplay, great looks, and catchy music make it worth replaying in endless pursuit of that high score on the leaderboard.",0
"148","It’s more than 70 levels of superb tower defense that you can play wherever and whenever you want. Sure, I wish co-op carried over to single-player, that the difficulty spikes weren’t so maddening, and that there was a new island of levels, but that doesn’t take away from how excellent PixelJunk Monsters: Ultimate HD is.",0
"149","Gunpoint is a refreshingly welcome addition to the burgeoning stealth genre. It nails player movement, puzzles, and storytelling in games, and completely removes anything that stands in the way of these three.",0
"150","A great port of an amazing game. The extra world is a worthwhile addition, and the new easy mode should allow even more people to enjoy the ride.",0
"151","Shin Megami Tensei IV succeeds on the merits of its outstanding demon fusion system and combat, even if its story and exploration are only fair.",0
"152","Beyond the underwhelming main campaign, Black Flag delivers a world brimming with gorgeous places to go, amazing secrets to discover, and nefarious pirates to stab.",0
"153","Grounded in tradition and learning from the lessons of the games that preceded it, it thrives on the strength of its excitingly varied and flexible class system and highly mobile combat.",0
"154","With a great atmosphere and deceptively simple mechanics, it stands out as one of the most unique and addicting games of 2013.",0
"155","Act II of Kentucky Route Zero provides another sharp walkabout into a beautifully surreal world. Though it poses more questions than it answers, it still left me pining for the next chapter. If the final three acts manage to be as powerful and evocative as the first two, Kentucky Route Zero is going to be looked back on as a tremendous and singular accomplishment in gaming.",0
"156","Splinter Cell is back on the right shadowy track.",0
"157","These tables have never looked better than they do on PS4, and the gameplay is authentic right down to the sound and pressure of each tables’ flippers.",0
"158","The monsters are stunning, the fights can be incomparably exhilarating, and the 3DS and Wii U connectivity is really impressive – even if the online infrastructure is still rather archaic.",0
"159","Antichamber has some of the more clever puzzles of any game I've played. It doesn't have much in the way of personality, and its bizarre ending left me wondering why it was included at all, but it makes the act of exploration utterly thrilling.",0
"160","The stellar game design is emboldened by the three different characters you can play as. From start to finish, Gunman Clive is a fantastic platformer, good enough that it is worth playing multiple times to play as every character.",0
"161","Battlefield 4 is an excellent multiplayer game that makes the most of its ambitions, proving once again that destruction is a valuable strategic addition to competitive combat, which reaches its full potential with two killer Commanders are bringing out the best in their squads. On the other hand, its single-player campaign is a disappointing.",0
"162","If you've never experienced this survival horror indie sidescroller before, this is the best way to jump in. The hero's journey seems particularly personal on the Vita in dark rooms, and the Vita's control scheme suits the retro experience implied by the visuals.",0
"163","The Grimoire Stone system is too random to be consistently useful, and might make you miss out on a good chunk of Millennium Girl’s content. But what’s here is still some of the most difficult and rewarding turn-based battling you can find on the 3DS.",0
"164","Proteus is a very different sort of interactive experience. Maybe, by your definition, it's not even a game. But that doesn't matter. It's a joyous experiment in exploration from start to finish – even if it is a very, very short-lived one.",0
"165","Much like Ultimate Marvel vs. Capcom 3, this is a textbook example of a fighting game port done properly. Dead or Alive 5 Plus is the genuine article, matching and occasionally surpassing its excellent console brethren in nearly every regard.",0
"166","It may be lighter on girth than where we left off last generation, and still lacking much-requested features like night racing and rain, but wrestling a car through some of the world’s most legendary corners at the very limits of adhesion has never looked or felt this good on console.",0
"167","On 3DS, even without the Circle Pad Pro attachment, controlling the camera using the touchscreen works surprisingly well. It’s not quite perfect, but it’s certainly a lot better than it ever was on the PSP; it’s only noticeably slow when you’re fighting underwater.",0
"168","When comparing the PS4 and Xbox One versions side-by-side, there’s little to no variation in textures and effects, but there is a discernible difference in resolution. While both are displayed at 1080p, the Xbox One version upscales the game from 720p resolution. In contrast, the PS4 version runs natively at 1080p, which makes character models, weapons, and environments look noticeably sharper and more detailed. The difference is especially apparent on larger-sized TVs, where pixel density weighs more heavily in picture quality.",0
"169","Call of Duty: Ghosts isn't a reinvention of the franchise, but proves there's still room for innovation within its existing formula.",0
"170","Sanctum 2 improves on the first Sanctum in almost every way, including its robust leveling system and perks, its improved turret management, its visual style, and its customization.",0
"171","Peggle 2 is one-button joy. You think, you aim, you fire, and you sit back and watch as massive combos and bright popping colors take over. That it’s such a joyful sequel to an all-time classic stretches my grin from ear to ear, just like most of the rest of Peggle 2.",0
"172","Naturally the PC version (our test machine was packing two AMD Radeon HD 7970 graphics cards) was the visually superior of the three, thanks to its higher definition, better lighting and textures and all manner of other fog effects and shading employed on the highest graphics settings.",0
"173","As with previous Total War games, the consequence of all those detailed and interrelated systems is a sometimes-obstructive interface and erratic AI. If you grow to love Rome II – and there is a lot to love about this game – you'll love it in spite of its persistent flaws and frustrations.",0
"174","At roughly three hours, it presents a fully realized, well-paced story arc with multiple peaks and valleys that does what many episodic games fail to do – wrap things up while leaving the door open for subsequent chapters.",0
"175","This is an old-school shooter that actually gets what made old-school shooters work, and it gives us some clever new ideas on top of them.",0
"176","From start to finish, the experience is so enjoyable that it's easily recommendable to any 3DS owner with an affinity for rhythm games. If only Game Freak would step out of their Pokémon shell more often, because the result of the developer's experimentation is awesome.",0
"177","Even after completing Unmasked’s 12 levels, which took around 10 hours, I feel like I’ve only scratched the surface of the creative ways to unravel its enigmas - which makes me want to keep playing it even more.",0
"178","Though at the risk of overcomplicating things at times, its robust multiplayer gameplay, surprisingly fun co-op modes, and lengthy, challenging, and varied campaign makes Ghosts one of the best Call of Duty games to date.",0
"179","The real star is still the ability to play on the couch with up to three friends, tearing through the angry hordes that await you in adventure mode, where the wildly randomized dungeons form the backbone of Diablo 3's endgame.",0
"180","It ain’t pretty, it ain’t noisy, it will absolutely piss you off, but that only makes those successes all the sweeter.",0
"181","It’s a surprisingly huge, dense world, and I soon realized there were still entire sandboxes I hadn’t even set foot in. Even in my hundredth hour, I’m still discovering.",0
"182","The best kart racing game Nintendo has made in a long time. It strikes a careful balance between refining old ideas while introducing fresh new ones. Admittedly, its gorgeous graphics and jazzy orchestrated soundtrack bolster its presentation, but you’re getting a lot more than just looks with this one.",0
"183","Guacamelee! Super Turbo Championship Edition isn't a vapid rebranding or a blatant cash-in, but a welcome infusion of the original game with new areas, monsters, and bundled-in DLC.",0
"184","The elegant simplicity of Hearthstone’s rules, its impressive attention to detail and personality, and the true viability of playing completely for free make it easy to fall under its spell and get blissfully lost in the depths of its strategic possibilities.",0
"185","Guacamelee! Super Turbo Championship Edition isn't a vapid rebranding or a blatant cash-in, but a welcome infusion of the original game with new areas, monsters, and bundled-in DLC.",0
"186","After a day with Shadow of Mordor on Xbox One, I can confidently recommend it just as strongly as the PS4 and PC versions. True, this is probably the worst-looking of the bunch by a small margin.",0
"187","A fun and approachable battle royale that makes excellent use of its deceptively simple retro looks and classic arcade platforming style.",0
"188","Every second is a mad scramble for ammo, powerups, and survival that, while sadly limited to local play only, kept my group of four players glued to their controllers with its highly competitive action.",0
"189","With Reaper of Souls, and the recent round of content patches, Blizzard has transformed Diablo 3 into something far more akin to what long-time fans like me wanted all along.",0
"190","Divinity: Original Sin is one of the most rewarding RPGs to come along in years.",0
