"","review","score"
"29","Orcs Must Die embellishes your devious side, encouraging you to devise clever ways of fulfilling the command of the title. For the not-so-clever, mowing down invaders with an automatic crossbow is also a great time.",1
"30","Though on the surface it looks like just another ""me too"" indie game seeking to ride the coattails of Minecraft's success, Terraria expands on the familiar sandbox gameplay with a greater emphasis on combat and adventure that proves very satisfying.",1
"31","The awesome performances and great facial capture make every interrogation and investigation a riveting affair.",1
"32","As it is, VVVVVV is still a spike-lined, death-packed good time. Its steeper price and wimpy 3D just make it feel like more of a straightforward PC port and less like something truly special for the eShop.",1
"33","A must-own for anyone who loves adventure games, with its stellar writing, gorgeous art, and quotable humor. Throw in the smooth interface, the lack of any normal issues of the genre, and its solid cast, it appeals to gamers of all skills and experience.",1
"34","A brilliant, touching game that is truly special, and that all gamers should make it a point to play.",1
"35","Having done all the writing, animation and programming himself, Gemini Rue took Josh Nuernberger a total of three years to make-the same amount of time it takes some triple-A titles to hit the shelves. If only more triple-A games turned out this well.",1
"36","The combat is more responsive and bloody, you don't need to fight the inventory system anymore, and conversations are more engaging thanks to the adapted Mass Effect wheel. There are downsides though; the semi-linear story and repetitive environments have a negative effect on what is otherwise a great role-playing game.",1
"37","Taken out of the context of its fiction, People Can Fly would have something fun but forgettable on their hands, but the way Bulletstorm fits together results in something cool and memorable.",1
"38","A great surprise. Sure, the gameplay formula is typical Fallout -- fetch quests, exploration, killing, and moral decision making -- but it's wrapped in a genuinely humorous package.",1
"39","The story is good enough to recommend this game despite its relatively weak gameplay.",1
"40","This impressive remake of Star Fox 64 manages to improve upon the original without compromising the magic that made it so memorable to begin with. It's too bad the multiplayer doesn't support online, because otherwise it's the perfect remake of this classic title.",1
"41","It's certainly not a game without its issues, but it's still a great title, and at $10, it's also a total steal.",1
"42","The level of polish found in the graphics and gameplay alike is outstanding for an indie title. Peculiar ideas and inventive mechanics make this quirky bullet-hell shooter a frenzied, fun affair.",1
"43","It's a game about community and sharing and Nadeo does a good job of wrapping up the whole of the Trackmania experience – local multiplayer, online competition, track and car editors and worldwide rankings – into one package.",1
"44","The PC version understandably has some varied controls when using a mouse and keyboard (though it plays just fine with intuitive use of the number keys).",1
"45","A clever twist on tower defense that will rope back in gamers that think they've had enough of the well-worn formula.",1
"46","There is a huge world to explore, thousands of zombies to kill, and tons of side quests to take. Here on the other side of a 25-hour playthrough -- where I skipped a lot of side quests after Act 1 -- I'm anxious to get back into Dead Island, and despite the game's flaws, that's not something I say often.",1
"47","It manages to straddle pure tank simulation and shooter action to produce something that, despite being flawed, remains genuinely fun.",1
"48","It makes warfare into something violently beautiful, and pays homage to the nerdy lore that Warhammer fans like me can't get enough of.",1
"49","It looks great, it's got a lot of personality, it tells an entertaining story and it's great fun to play. A few frustrating difficulty spikes and the story's rather premature ending are the only negatives.",1
"50","Another fine example of what a small development team can accomplish with enough ambition and talent. The game is good-looking, entertaining and boasts a fluidity of play many bigger games would envy.",1
"51","Weird cut-scenes and clunky use of the touch screen aside, this is a beautiful and fun game that fighter fans should make it a point to check out.",1
"52","Stunlock's game largely succeeds, and though it's not the prettiest piece of software on the planet, it's definitely one of the most entertaining.",1
"53","Dungeons of Dredmor's voluminous depths are littered with an abundance of wacky treasure to horde and enticing weaponry to cleaving all sorts of evil beasties in twain with.",1
"54","Despite the lack of genuinely exciting context, all the content packed into Rage is still a blast to play, including the surprisingly entertaining car combat mode and co-operative challenges. Rage isn't revolutionary, but is an expertly crafted, beautiful shooter.",1
"55","Pets puts the series and franchise back on track and continues to make its virtual worlds even more fleshed out. As always, this expansion isn't going to make any non-Sims player a convert, but if you're still enjoying your digital families, this is a good expansion to pick up.",1
"56","Mighty Switch Force is a great first effort from WayForward for Nintendo's 3DS, but it has its issues. The game lacks length, and its Par times will unnecessarily encourage players to rush through their first playthroughs – making the game seem even shorter and stealing away some of their sense of the success.",1
"57","Despite its flaws, Call of Duty: Modern Warfare 3 takes the fantastic series we've come to love over the years and iterates on it with great success. The multiplayer is hands-down the best it has ever been, with more features, more modes and a ton of new levels. The singleplayer campaign and Spec Ops mode add value to the overall package, creating something that may not be perfect, but is too damn addicting to pass up.",1
"58","The innovative mix of various RPG sub-genres results in an intriguing and incredibly fun overall package. However, given the original came out so recently, it's rather confusing why this barely enhanced version even exists.",1
"59","I'm having a blast with Tropico 4, but I know it's not for everyone. Tracking stats, managing an economy and building a million projects at once keeps me engaged, but without a little patience to learn the interface it'll overwhelm many a strategy newcomer.",1
"60","It feels refreshing to be able to say that Sonic is good again. His upward trajectory over the last year continues and he's only gaining momentum. Sonic Generations is largely a game for the most hardcore of Sonic fans, but for the millions who have fond memories of narrowly dodging spikes, grinding on rails, or even that time he was a pinball, Sonic Generations is a game made for you.",1
"61","I just wish they'd taken this project all the way, instead of stopping with ""good enough.""",1
"62","Might and Magic Heroes VI may have some issues with battlefield tactics in the late game and its story, but the strategy remains a blast nonetheless.",1
"63","It may be the closest thing to X-COM: UFO Defense we’ve seen in 20 years, but its frustrations make it tougher to recommend than it should be.",1
"64","This edition shows vast improvement.",1
"65","The Sims Medieval has successfully breathed new life into a franchise that was getting pretty stale.",1
"66","Memorable, beautiful and unique, something that stays in your mind long after you've moved on to something else.",1
"67","Most importantly, though, the various types of gameplay that the developers have thrown together may not be all that amazing on their own, but the elements work together to create a well-paced, easy-to-understand game that is good fun for anyone.",1
"68","In Red Orchestra 2 carelessness is swiftly punished and careful positioning and teamwork ultimately rewarded. It's a game for the patient, and despite its slower pace, no less exhilarating than any other shooter on the market.",1
"69","Who's That Flying?! is enjoyable, funny, and cute. The story mode kind of fell flat for me as each city's three levels felt similar and dragged a bit, but that's just a portion of the game.",1
"70","It's beautiful, well-written and cleverly-designed and if its only flaws were a flaky scroll button and blurry cutscenes, it would warrant an unmitigated thumbs up.",1
"71","With addictive gameplay, gorgeous and creative use of 3D, and some amazing new control options, portable gaming enthusiasts have no reason to pass this title up.",1
"72","Though it has a few issues with regards to Blendo's reliance on randomization, such problems shouldn't turn you away if you're looking for an offbeat gaming experience.",1
"73","The writing is really good in general (despite one tasteless bit of dialogue where Hector calls some gangsters ""homos"" instead of ""homies""), and the puzzles are fun, but don't expect anything out of the ordinary gameplay wise.",1
"74","It features familiar characters and setting but keeps everything fresh with new people, places and pacing.",1
"75","Axis' presentation just plain doesn't quite stack up to other versions on the market - most notable Tetris DS - and the uninspired use of Miis comes off as more lazy than fun.",1
"76","It may not be the best or most original action game, but it's a fine first outing for the franchise, and a rare gem for Warhammer fans.",1
"77","Whether you're looking for a new, solid shooter to play or something set in a unique, horror-filled atmosphere, F.E.A.R. 3 has something for you. You won't find the be-all, end-all shooter experience with F.E.A.R. 3, but you're still bound to have a lot of fun.",1
"78","Remains fun despite its problems, and makes for some great local competitive play.",1
"79","There isn't a wealth of game here, but what is here is thoroughly enjoyable. Fortix 2 proves that, 30 years later, the Qix formula remains fun.",1
"80","It's great to have an opportunity to revisit Deus Ex: Human Revolution, and The Missing Link is a substantial, tense and exciting piece of downloadable content that's far more than just filler.",1
"81","Another great adventure game. If you want to get into a classic point-and-click adventure series, and are looking for something a bit more mature than many of TellTale's other titles, you have to try Hector.",1
"82","The disposable story and flat characters shouldn't be surprising for a game like this, but other issues like a the lack of enemy variety and short overall length are disappointing. Despite that, the versatility of the weapon system and flashy visuals make Flying Wild Hog's product exciting from beginning to end.",1
"83","It's a couple of features short of being a classic, but its compelling game of football has found a comfortable home on the handheld. It suggests that greater things are to come from this relationship, but there's enough here to keep players going until then.",1
"84","There's a lot more to both it and the original than a celestial bump and grind.",1
"85","An intriguing action puzzler that is as cute as it is challenging. While the campaign probably won't take you more than five or six hours to get through (and a lot less than that if you know what you're doing), the bonus levels and community levels will keep you entertained as long as you wish.",1
"86","Gray Matter's winding story and masterful presentation captivate enough to hold everything together, particularly as the tale reaches its bizarre climax in the final chapters.",1
"87","I dig the humor, the puzzles, the voicework and the setting. I think the story takes the characters to some goofy places in the end and I didn't feel like I'd accomplished much when everything was said and done, but that's far from a deal-breaker.",1
"88","The 3D really is a big addition in this case, as well, allowing you to see environments more clearly and complete jumps that would otherwise be much more difficult. And with the small number of 3DS games on the market right now, you could certainly do worse than LEGO Pirates.",1
"89","Truly impressive just as it is, and it deserves the attention of any Nintendo fans who've either always been curious about this series or just love flying through the sky to blow stuff up.",1
"90","A fun and satisfying conclusion to TellTale's darkest adventure game franchise.",1
"91","What brings the game down considerably is the repetitiveness of the main combat, and the fact that the initially inspired level and art designs take a nosedive about halfway through.",1
"92","Terribly cheesy in all the right ways.",1
"93","There's still a lot of good here, and if you haven't played Mount & Blade before then this is a fine place to start, but for fans of the series, Mount & Blade: With Fire and Sword simply isn't a must-have expansion.",1
"94","It's merely capable, with occasional flashpoints of brilliance.",1
"95","The narrative could be stronger and there's a lack of variety in terms of creatures occupying the park, but these are minor complaints about an otherwise enjoyable time.",1
"96","Hoard is a refreshing little multiplayer game that lets you be the bad guy for a change. Designed for short matches against other players, it's a somewhat limited experience, but burninating the countryside is definitely a lot of fun.",1
"97","The performance and control issues make Continuum Shift II a very disappointing package. If you're more interested in single-player, you might be able to tolerate the slowdown and enjoy BlazBlue's finer points, but I could only recommend doing so if you literally have no other options.",0
"98","An incredibly strong debut for 3DSWare. Grab this one quickly, 3DS owners, and start recapturing some of that old Mario Golf magic.",1
"99","While Gabrielle's Ghostly Grooves 3D provides a creative, memorable world full of lovable characters, the gameplay itself comes off as kind of run-of-the-mill. Still, if you love rhythm games, Ghostly Grooves brings enough personality, laughs and fun to make it well worth your time.",1
"100","Pyramids isn't the most original game and nothing about it will surprise or amaze you too much, but it's done well overall and a good value for its asking price.",1
"101","There is the skeleton of a good game in here: a multiplayer-focused Smash Bros clone starring Cartoon Network characters. But it's just too buried under poor controls and a mediocre single player campaign to achieve fun status.",0
"102","The First Templar is not good. Maybe with a bigger team, more time or a bigger budget this could have become something worthwhile, but it feels like an unpolished knock off.",0
"103","Xevious is still a game design that's nearly 30 years old, so all the new bells and whistles in the world won't be enough to get some modern fans interested in this old classic again. But the 3D Classics upgrades have made me more of a fan of it than I ever was before, and that's certainly enough for me to recommend you all give it a try too.",1
"104","A stellar action puzzle hybrid with tight controls, Monkey Ball 3D is the best Monkey Ball game since the original, and Sega's found some cool ways to implement the system's 3D functionality and make it relevant to the gameplay.",1
"105","With subpar platforming and boring level design, Rabbids is only fit for easily distracted youngsters or adults looking to throw away $40.",0
"106","A poor change of pace for the franchise. Taking the story into modern times seems to have robbed it of its passion and charm, replacing it with asinine characters and more cuss words than an Al Pacino flick.",0
"107","You need a clear, unified vision to shape a game into something that makes sense and compels the player to see it through to the end But scares and gameplay in Afterfall fall flat as scene after scene repeat the same notes, turning what could have been a spine-chilling adventure into a treadmill to an unsatisfying finish.",0
"108","The current game is broken, buggy, and not very fun. The plans for the future of Gods & Heroes are noble, but the core game needs to be reworked first and that could take far longer than it's worth.",0
"109","Killing the first few zombies in the tutorial level alone shows the violence and tactical planning that could have made the game something special. As you progress however, all the bugs, all the inconsistent controls, all the unbalanced gameplay, and the awful checkpoint system completely ruin the experience.",0
"110","There are many other 4X games on the market that do basically everything SotS2 intended, but better and without the bugs.",0
"111","For the most part, the game is just boring with lackluster gameplay and reused environments, and then it gets frustrating. Toss in issues I didn't even mention such as unresponsive weapons and repetitive music, and I know I wouldn't want to suit up for this one.",0
"112","Truly horrible.",0
"113","Skip over 3D Classics: Urban Champion. Urban Champion is not a classic, it never was, and 3D is entirely wasted on it.",0
"114","A ho-hum action game that despite its bang and bluster fails even to achieve mediocrity. It promises what looks like an interesting stealth/shooter mechanic but never lives up to it, settling instead for an approach that's linear and predictably formulaic.",0
"115","It is remarkable in its ability to make five minutes seem like five hours. Pickings might be slim on both the Wii and 3DS this summer, but Transformers Stealth Force Edition isn't diversion. It's abuse.",0
"116","While the game doesn't do much of note besides bringing the 2008 title to the HD era, it doesn't need to. The story hooks you, dungeon crawling makes for a great time, and exploring your relationships while building a better army is the kind of tinkering you can get lose hours to.",1
"117","It's a shame that Dishonored's story isn't greater than the sum of its decidedly memorable parts, but its gameplay absolutely is.",1
"118","ArenaNet has built one of the most exhaustively detailed and rewarding MMOs in existence, one that never unfairly penalizes and fosters an incredible urge to explore through a generous reward system and achingly pretty environment design.",1
"119","Using player choice, award-winning writing, and your own emotions, The Walking Dead: The Game delivers an experience that's flawed but unforgettable.",1
"120","A perfectly paced finale to a story we've all been invested in from the get go.",1
"121","The one thing worth pointing out between the various platforms is how cool Borderlands 2 can look if you have an awesome PC. The PC version allows plenty of tweaks to draw distance, frame rate and more.",1
"122","You're still likely to want a bit more depth and surprise in the tactical game, but the campaign is full of tense moments that are sure to keep you coming back for more.",1
"123","An absolutely amazing game, one that successfully puts a bow on the Mass Effect trilogy while still leaving us hungry for even more. It looks and plays great, but Mass Effect 3's true strength lies in its ability to tell a deeply-woven story.",1
"124","With plenty of options, great tutorials and an easy-to-master interface, Colors! 3D is the 3D painting application 3DS owners have been waiting for.",1
"125","Far Cry 3 is important for the same reason as Far Cry 2. It's a shooter that considers shooters thoughtfully, both in the way they're designed and the way we play them, and then asks us to do the same.",1
"126","Rayman Origins takes on a genre mastery of ground work laid down decades ago and elevates it to astronomical new standards. It's a spectacular living painting that's as much fun to play as it is to look at, and it's a total triumph.",1
"127","Torchlight II doesn't do anything radically new, but does everything incredibly well. It fits all the pieces of varied monster behavior, interesting items, excellent skill design and random surprises together into a near-perfect formula, where the action never stops and rewards are never far away.",1
"128","Thirty Flights of Loving gets off to a fascinating start before completely throwing any and all expectations you might form during its first few minutes into the wood chipper.",1
"129","So many systems from previous Diablo titles have been improved, making for an approachable, rewarding and deeply satisfying treasure hunting game. It's addictive on a level few games can match, so much so that it's easy to largely overlook its flaws.",1
"130","The definitive LittleBigPlanet game...Yes, the jumping is still floaty, the creation complicated and the load times a bit too long, but that doesn't stop LittleBigPlanet PS Vita from being an amazing experience.",1
"131","Like any good expansion – even standalone expansion – it doesn't just add things to the original, it changes them. You'll get an experience much more like a Civil War-era wargame with Fall of the Samurai, as opposed to a medieval wargame with the original Shogun 2, and that, in itself, is worth the cost of admission, let alone all the new units, locations, abilities, factions, and bells/whistles.",1
"132","Football Manager's relentless strive for realism is sometimes its biggest fault, but with new modes and now new ways of playing it's also managed to get that light touch back.",1
"133","If you're a fan of the sport or FIFA in general, it's hard to imagine a game that you'll enjoy more this year.",1
"134","Even with its relatively minor flaws, anyone with even a cursory interest in Tribes: Ascend should play it. No other shooter conveys the same sense of speed – or the rush of pleasure that comes from nailing someone at over 100 KPH – as Tribes.",1
"135","It's downright gorgeous and a total blast to play alone or with friends. A truly realized vision at the top of its genre, Rayman Origins is an extravaganza with plenty of action to keep it fresh from start to finish and beyond.",1
"136","The puzzles are clever and addictive, and the new sliding mechanic, new gadgets and updated camera controls do a bang-up job of making this experience feel fresh and distinct. This game is a must download for any 3DS owner, especially fans of the puzzle genre.",1
"137","Tales from Space: Mutant Blobs Attack stole my heart. It's visually delicious, the cutscenes ooze with humor, and the actual gameplay feels perfectly balanced.",1
"138","Mass Effect 3 on its own is still easily one of the best games of the year – and some (like me) would argue that it's the best game in the trilogy – and that hasn't changed on Wii U. The only thing that's changed is your access to the rest of the series.",1
"139","Playing Assassin's Creed III on Wii U's Game Pad is a tad disappointing -- it looks a bit low-res compared to other console ports.",1
"140","It deserves to be played.",1
"141","Not once when you die does Dark Souls help you back up, not once does it let up in its astonishing quality or turn to padding, and not once do the ideas stop coming. Buy it.",1
"142","The few Wii U-exclusive options are hardly worth double-dipping over if you've already bought it for another console, though, and odds are you won't use them much regardless.",1
"143","The RPG elements and to-the-point action all make for some solid gaming, glitches and all. It's a shame so many glaring issues hold such an ambitious endeavor back from the greatness its developers were clearly aiming for.",1
"144","If this is your first time experiencing Netherrealm's MK reboot or simply didn't get your fill last year, then you'll find a ton of great content here.",1
"145","Batman: Arkham City isn't perfect, but listing the little things I didn't like gets in the way of all the stuff I adored.",1
"146","The scale of PlanetSide 2's battles is often breathtaking, as lines of tanks fire at bases while aircraft light up the sky and hundreds of players fill the scene with healing beams and lethal weapons fire.",1
"147","Connection problems and online funkiness aside, Sound Shapes absolutely floored me. Just about everything it does – and with its grand aesthetic taken as a whole – will blow you away.",1
"148","The visuals are lavishly detailed, with an organic, living beauty that you can choose to view either on your TV or off – the whole game can be played solely on the GamePad if you choose.",1
"149","FTL's situations lack some variety and the randomness of the game as a whole can be frustrating, but it largely makes up for these flaws through its intense combat and intuitive and deep micromanagement options.",1
"150","Nintendo's approach here strikes a great balance in all areas, ranging from its difficulty to design to enemies and bosses.",1
"151","There should be no timeline ever created that doesn't contain you playing this game.",1
"152","The game is simply addicting, both in its arresting, fast-paced action and its ability to inspire repeat visits with its scalable difficulty, bite-sized mentality and seemingly endless amount of unlockable content.",1
"153","So, while the Wii U version of Tekken Tag Tournament 2 doesn't change up many of the problems that we had with its original release, it adds some more casual-friendly modes for the Nintendo crowd.",1
"154","Load times could be a bit shorter and I wouldn't mind seeing the price come down, but Lumines: Electronic Symphony is amazing. It's the simple puzzle game we've known for a while coupled with new mechanics like the shuffle block and the Vita's connectivity.",1
"155","It never loses sight of the singular imperative to kill as many orcs as possible, and while there's a sense that too much has been recycled from the first outing, its unique combination of tower defense and action mechanics reach near perfection here. A qualified triumph for veterans of the first game and newcomers alike.",1
"156","Though the camera can cause issues and the supernatural story that's more interested in asking questions than answering them, it's a tough game to put down once you've started. Remedy's done a great job of mixing elements of written work, television, and videogames to create an experience full of scares, laughs, and thrills that's just as fun to play as it is to watch.",1
"157","I love Kat and totally dig most of the superhero story, but the cumbersome combat in latter missions definitely had me cursing at my handheld.",1
"158","Sword & Sworcery masterfully blends music, art, storytelling and gameplay in deeply poetic ways that you just don't see very often. As such, it doesn't take a love of adventure games to get wrapped up in the magic of this indie gem.",1
"159","This is a demanding, skill-based multiplayer game that's as satisfying now as it ever was, but it's for a specific kind of player. If you're not willing to learn to play different than you're used to, look elsewhere. Otherwise, this is a top-tier tactics game that will probably share the long-tailed legacy of its predecessors.",1
"160","Wading through BlazBlue: Continuum Shift Extend's massive vocabulary and doubly complex battle systems will demand time and patience from any gamer. But the cast powering this engrossing fighter makes all the effort worthwhile, and the huge variety of modes dresses up play in different ways.",1
"161","A great handheld game, one that not only pushes the boundaries and standards of the Nintendo 3DS but one that recaptures a long-forgotten spirit of a classic franchise. Make no mistake about it, this is a full Resident Evil adventure that isn't watered down because it's in portable form.",1
"162","Offers a gorgeous visual presentation, an intriguing story and incredible puzzle design - all in one of the most charming gaming worlds out there.",1
"163","Looks beautiful, runs well, totes short load times and has a great soundtrack. That's all well and good, but what makes the game so damn good is its addicting, twitch dual analog gameplay. Something tells me that many a PlayStation Vita gamer will have an incredibly hard time putting down Super Stardust Delta, if not for the gameplay then for the hyper-competitive nature of the leaderboards.",1
"164","If you've been meaning to check out the series, but never have, then Rebellion is the perfect entry point. However, if you've been a loyal fan, you're likely to be disappointed by the tweak-first, content-second approach that Rebellion offers.",1
"165","Everything about this well-crafted romp through deadly dungeons comes together to pull you into its mysterious realm and hold on.",1
"166","If for some reason you absolutely cannot stand its sense of humor, you may want to think twice, because it's as prevalent and over-the-top as ever here. Otherwise, Mr. Torgue's Campaign of Carnage represents Borderlands 2 at its distilled, unapologetic best.",1
"167","One of the surprising things about Crusader Kings II is that, for a Paradox title, it's actually relatively easy to pick up.",1
"168","The best questing in World of Warcraft, with strong emphasis on storytelling, resulting in an entertaining run from 85 to 90 that seldom tumbles into tedium.",1
"169","It has a believable cast of characters and a great look. Sure, the puzzles some adventure gamers love are missing and there will be an audio hiccup here and there, but as an introductory hook to the five-episode series, The Walking Dead Episode 1 has just about everything fans could want.",1
"170","Titles like Botanicula are why the point-and-click adventure genre continues to exist. It may not be as hilarious as adventure games of yesteryear, but it's persistently delightful, oozing character and grabbing hold of the imagination.",1
"171","New Art Academy is an improvement on the original, with more thorough, detailed lessons and a wider range of options, though it's also a missed opportunity.",1
"172","The RPG elements and to-the-point action all make for some solid gaming, glitches and all. It's a shame so many glaring issues hold such an ambitious endeavor back from the greatness its developers were clearly aiming for.",1
"173","Embrace it on its own terms, and you'll find a game that comes the closest a survival horror game has come to replicating the experience of the first Silent Hill game in recent years; indeed, in some ways, it's even better.",1
"174","Level for level, gun for gun, the campaign, multiplayer and zombies content of Black Ops 2 on Wii U is almost the same. This version may cut the livestreaming feature, and currently doesn't have Elite, but it makes up for it with some nifty GamePad functionality.",1
"175","It's independent, and the journey isn't always smooth. But cookie-cutter it is not, nor is it garish or sexist or silly or mindless. If you are a patient person who appreciates grey matter workouts and ""Eureka"" moments, and if you are willing to forgive imperfections, check it out. Gaming needs titles and developers like this.",1
"176","No matter what you're looking for, whether it be amazing gameplay, immersive storytelling or perhaps a riveting new world to explore as you fully customize and re-customize your character at will, Reckoning has it all.",1
"177","Packed with content, and it's a joy to play. Whether you're returning to Snake's adventures or experiencing them for the first time, these two games feel at home on the Vita, look great and will keep you busy for quite some time.",1
"178","It's fun, competitive, and features short sessions that normally last under a half-hour. If you're an RTS gamer looking for a new battlefield, you'll definitely want to give Wargame a try.",1
"179","Gods and Kings enhances the base game immensely, so much so that I can't imagine playing Civilization V without it.",1
"180","So Mighty Switch Force: Hyper Drive Edition doesn't go as far as it could have gone in remastering the 3DS original, but the changes that are present here are superb – veterans will love the challenge of the new Hyper levels, and the quality of the high-definition art is so good that it'd be worthwhile to buy the game on looks alone.",1
"181","The result is a game that is neither simulation nor arcade but a subtle blend of the two, with a control system about as deep as an arcade fighter.",1
"182","The game is great and an impressive launch title for the PlayStation Vita. It's just that the Uncharted series has been known for being a story-driven experience, and Golden Abyss goes in another direction. It's a beautiful, fun game with tons of collectibles, plenty of laughs, and some cool twists on a franchise PlayStation fans know so well. It's just not an instant classic like the other entries in the series.",1
"183","The PC version has the technical edge on console versions and is therefore a slightly improved experience, but other than that it's got all the same triumphs and flaws: it isn't as huge an improvement upon its predecessors' achievements as many players will be hoping for, but it's still up there with the best that the series has achieved. Even if it isn't quite the best.",1
"184","Mutant Mudds is a fitting homage to the 8-bit era of gaming. It's got lots of personality, and though its gameplay may be a bit too simplified, the clever, challenging levels still provide plenty of good times.",1
"185","Natural Selection 2 isn't great only because it's different, but because it does asymmetrical multiplayer so damn well, offering up a variety of experiences in one small game.",1
"186","No, Captain's Booty is not an exceptional follow-up to Borderlands 2, but it is a good piece of content that gives plenty of reasons for anyone to jump back into Pandora.",1
"187","A fast-paced, well playing fighter that makes few concessions on the Vita. While the game's modes are pretty sparse and the new touch mode is a dud, there's still a lot to be excited about if you're a fighting fan with a brand new Vita.",1
"188","Newcomers will find F1 2012 a shock to the system compared to more conventional racing games, but the ample tools provided to get into the sport provide a gratifying experience with just a little bit of commitment on the player's part.",1
"189","The artful way the characters' abilities allow you to move through the environment are entrancing, and the meticulously crafted levels create moments that made me look and feel awesome.",1
"190","There are a few compromises here and there, but they're negligible. The addition of touchpad shooting and the less successful touchscreen passing transform FIFA Vita into a very different experience – it's more fun, more jubilant, and accessible.",1
"191","Above everything, Absolution is a game that wants you to experiment with it. It refuses to be rushed through, rewarding brains over brawn.",1
